container,scenario,impact_method,impact_type,unit,process,value,life_cycle
glass,mass_370,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,eu_28_container_glass_ts_p_agg,7.38e-5,production
glass,mass_370,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,eu_28_inert_matter_glass_on_landfill_ts,2.93e-6,end-of-life
glass,mass_370,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,6.59e-7,transportation
glass,mass_370,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,glo_steel_tinplated_worldsteel,3.78e-6,production
glass,mass_370,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,2.01e-7,transportation
glass,mass_370,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,2.19e-8,transportation
glass,mass_370,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so_2,1.62e-6,transportation
glass,mass_370,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,us_diesel_mix_at_refinery_ts,9.55e-7,transportation
glass,mass_370,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,us_electricity_grid_mix_ts,1.59e-8,production
glass,mass_370,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,us_lubricants_at_refinery_ts,5.88e-11,production
glass,mass_370,TRACI 2.1,Human toxicity,cancer (recommended),total_impact,1.96e-10,total_impact
glass,mass_370,TRACI 2.1,Human toxicity,cancer (recommended),eu_28_container_glass_ts_p_agg,1.26e-10,production
glass,mass_370,TRACI 2.1,Human toxicity,cancer (recommended),eu_28_inert_matter_glass_on_landfill_ts,3.77e-11,end-of-life
glass,mass_370,TRACI 2.1,Human toxicity,cancer (recommended),glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,NA,transportation
glass,mass_370,TRACI 2.1,Human toxicity,cancer (recommended),glo_steel_tinplated_worldsteel,3.95e-12,production
glass,mass_370,TRACI 2.1,Human toxicity,cancer (recommended),glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,5.55e-16,transportation
glass,mass_370,TRACI 2.1,Human toxicity,cancer (recommended),glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,6.51e-17,transportation
glass,mass_370,TRACI 2.1,Human toxicity,cancer (recommended),glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so_2,4.82e-15,transportation
glass,mass_370,TRACI 2.1,Human toxicity,cancer (recommended),us_diesel_mix_at_refinery_ts,2.81e-11,transportation
glass,mass_370,TRACI 2.1,Human toxicity,cancer (recommended),us_electricity_grid_mix_ts,3.62e-14,production
glass,mass_370,TRACI 2.1,Human toxicity,cancer (recommended),us_lubricants_at_refinery_ts,1.3e-15,production
glass,mass_370,TRACI 2.1,Human toxicity,non-canc. (recommended),total_impact,2.08e-8,total_impact
glass,mass_370,TRACI 2.1,Human toxicity,non-canc. (recommended),eu_28_container_glass_ts_p_agg,1.36e-8,production
glass,mass_370,TRACI 2.1,Human toxicity,non-canc. (recommended),eu_28_inert_matter_glass_on_landfill_ts,4.45e-9,end-of-life
glass,mass_370,TRACI 2.1,Human toxicity,non-canc. (recommended),glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,NA,transportation
glass,mass_370,TRACI 2.1,Human toxicity,non-canc. (recommended),glo_steel_tinplated_worldsteel,4.83e-10,production
glass,mass_370,TRACI 2.1,Human toxicity,non-canc. (recommended),glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,1.41e-16,transportation
glass,mass_370,TRACI 2.1,Human toxicity,non-canc. (recommended),glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,1.65e-17,transportation
glass,mass_370,TRACI 2.1,Human toxicity,non-canc. (recommended),glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so_2,1.22e-15,transportation
glass,mass_370,TRACI 2.1,Human toxicity,non-canc. (recommended),us_diesel_mix_at_refinery_ts,2.22e-9,transportation
glass,mass_370,TRACI 2.1,Human toxicity,non-canc. (recommended),us_electricity_grid_mix_ts,3.09e-12,production
glass,mass_370,TRACI 2.1,Human toxicity,non-canc. (recommended),us_lubricants_at_refinery_ts,1.06e-13,production
glass,mass_370,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,total_impact,1.38e-15,total_impact
glass,mass_370,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,eu_28_container_glass_ts_p_agg,1.33e-15,production
glass,mass_370,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,eu_28_inert_matter_glass_on_landfill_ts,2.81e-17,end-of-life
glass,mass_370,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,NA,transportation
glass,mass_370,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,glo_steel_tinplated_worldsteel,1.16e-17,production
glass,mass_370,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,NA,transportation
glass,mass_370,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,NA,transportation
glass,mass_370,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so_2,NA,transportation
glass,mass_370,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,us_diesel_mix_at_refinery_ts,4.91e-18,transportation
glass,mass_370,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,us_electricity_grid_mix_ts,7.6e-19,production
glass,mass_370,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,us_lubricants_at_refinery_ts,5.670000000000001e-22,production
glass,mass_370,TRACI 2.1,Resources,Fossil fuels,total_impact,0.688,total_impact
glass,mass_370,TRACI 2.1,Resources,Fossil fuels,eu_28_container_glass_ts_p_agg,0.586,production
glass,mass_370,TRACI 2.1,Resources,Fossil fuels,eu_28_inert_matter_glass_on_landfill_ts,0.00926,end-of-life
glass,mass_370,TRACI 2.1,Resources,Fossil fuels,glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,NA,transportation
glass,mass_370,TRACI 2.1,Resources,Fossil fuels,glo_steel_tinplated_worldsteel,0.00634,production
glass,mass_370,TRACI 2.1,Resources,Fossil fuels,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,NA,transportation
glass,mass_370,TRACI 2.1,Resources,Fossil fuels,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,NA,transportation
glass,mass_370,TRACI 2.1,Resources,Fossil fuels,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so_2,NA,transportation
glass,mass_370,TRACI 2.1,Resources,Fossil fuels,us_diesel_mix_at_refinery_ts,0.0868,transportation
glass,mass_370,TRACI 2.1,Resources,Fossil fuels,us_electricity_grid_mix_ts,1.64e-4,production
glass,mass_370,TRACI 2.1,Resources,Fossil fuels,us_lubricants_at_refinery_ts,4.8e-6,production
glass,mass_370,TRACI 2.1,Smog Air ,kg O3 eq.,total_impact,0.0324,total_impact
glass,mass_370,TRACI 2.1,Smog Air ,kg O3 eq.,eu_28_container_glass_ts_p_agg,0.0277,production
glass,mass_370,TRACI 2.1,Smog Air ,kg O3 eq.,eu_28_inert_matter_glass_on_landfill_ts,6.66e-4,end-of-life
glass,mass_370,TRACI 2.1,Smog Air ,kg O3 eq.,glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,4.9e-4,transportation
glass,mass_370,TRACI 2.1,Smog Air ,kg O3 eq.,glo_steel_tinplated_worldsteel,6.04e-4,production
glass,mass_370,TRACI 2.1,Smog Air ,kg O3 eq.,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,2.57e-4,transportation
glass,mass_370,TRACI 2.1,Smog Air ,kg O3 eq.,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,3.03e-5,transportation
glass,mass_370,TRACI 2.1,Smog Air ,kg O3 eq.,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so_2,0.00224,transportation
glass,mass_370,TRACI 2.1,Smog Air ,kg O3 eq.,us_diesel_mix_at_refinery_ts,3.86e-4,transportation
glass,mass_370,TRACI 2.1,Smog Air ,kg O3 eq.,us_electricity_grid_mix_ts,3.42e-6,production
glass,mass_370,TRACI 2.1,Smog Air ,kg O3 eq.,us_lubricants_at_refinery_ts,2.49e-8,production
PET,base_scenario,TRACI 2.1,Acidification ,kg SO2 eq.,total_impact,2.99e-4,total_impact
PET,base_scenario,TRACI 2.1,Acidification ,kg SO2 eq.,pet_bottle_recycling_lc,1.78e-5,end-of-life
PET,base_scenario,TRACI 2.1,Acidification ,kg SO2 eq.,eu_28_plastic_waste_on_landfill_ts,4.17e-6,end-of-life
PET,base_scenario,TRACI 2.1,Acidification ,kg SO2 eq.,eu_28_process_water_ts,5.04e-9,production
PET,base_scenario,TRACI 2.1,Acidification ,kg SO2 eq.,glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,1.61e-6,transportation
PET,base_scenario,TRACI 2.1,Acidification ,kg SO2 eq.,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,1.3e-6,transportation
PET,base_scenario,TRACI 2.1,Acidification ,kg SO2 eq.,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so_2,1.3e-6,transportation
PET,base_scenario,TRACI 2.1,Acidification ,kg SO2 eq.,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,1.05e-6,transportation
PET,base_scenario,TRACI 2.1,Acidification ,kg SO2 eq.,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so_2,1.05e-5,transportation
PET,base_scenario,TRACI 2.1,Acidification ,kg SO2 eq.,rer_polyethylene_terephthalate_granulate_bottle_grade_at_plant_plastics_europe,3.26e-4,production
PET,base_scenario,TRACI 2.1,Acidification ,kg SO2 eq.,rer_polyethylene_terephthalate_granulate_bottle_grade_at_plant_plastics_europe_2,-1.43e-4,end-of-life
PET,base_scenario,TRACI 2.1,Acidification ,kg SO2 eq.,rer_polypropylene_granulate_pp_elcd_plastics_europe_p_agg,2.5e-5,production
PET,base_scenario,TRACI 2.1,Acidification ,kg SO2 eq.,us_diesel_mix_at_refinery_ts,2.64e-6,transportation
PET,base_scenario,TRACI 2.1,Acidification ,kg SO2 eq.,us_electricity_grid_mix_ts,5.05e-5,production
PET,base_scenario,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,total_impact,0.0508,total_impact
PET,base_scenario,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,pet_bottle_recycling_lc,2.91e-4,end-of-life
PET,base_scenario,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,eu_28_plastic_waste_on_landfill_ts,1.85e-4,end-of-life
PET,base_scenario,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,eu_28_process_water_ts,6.71e-7,production
PET,base_scenario,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,NA,transportation
PET,base_scenario,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,1.4e-11,transportation
PET,base_scenario,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so_2,1.4e-11,transportation
PET,base_scenario,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,1.12e-11,transportation
PET,base_scenario,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so_2,1.12e-10,transportation
PET,base_scenario,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,rer_polyethylene_terephthalate_granulate_bottle_grade_at_plant_plastics_europe,0.0867,production
PET,base_scenario,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,rer_polyethylene_terephthalate_granulate_bottle_grade_at_plant_plastics_europe_2,-0.038,end-of-life
PET,base_scenario,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,rer_polypropylene_granulate_pp_elcd_plastics_europe_p_agg,2.57e-5,production
PET,base_scenario,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,us_diesel_mix_at_refinery_ts,8.03e-4,transportation
PET,base_scenario,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,us_electricity_grid_mix_ts,7.42e-4,production
PET,base_scenario,TRACI 2.1,Eutrophication ,kg N eq.,total_impact,5.58e-5,total_impact
PET,base_scenario,TRACI 2.1,Eutrophication ,kg N eq.,pet_bottle_recycling_lc,2.6e-5,end-of-life
PET,base_scenario,TRACI 2.1,Eutrophication ,kg N eq.,eu_28_plastic_waste_on_landfill_ts,1.91e-6,end-of-life
PET,base_scenario,TRACI 2.1,Eutrophication ,kg N eq.,eu_28_process_water_ts,1.8e-9,production
PET,base_scenario,TRACI 2.1,Eutrophication ,kg N eq.,glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,1.02e-7,transportation
PET,base_scenario,TRACI 2.1,Eutrophication ,kg N eq.,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,8.32e-8,transportation
PET,base_scenario,TRACI 2.1,Eutrophication ,kg N eq.,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so_2,8.32e-8,transportation
PET,base_scenario,TRACI 2.1,Eutrophication ,kg N eq.,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,6.69e-8,transportation
PET,base_scenario,TRACI 2.1,Eutrophication ,kg N eq.,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so_2,6.69e-7,transportation
PET,base_scenario,TRACI 2.1,Eutrophication ,kg N eq.,rer_polyethylene_terephthalate_granulate_bottle_grade_at_plant_plastics_europe,3.26e-5,production
PET,base_scenario,TRACI 2.1,Eutrophication ,kg N eq.,rer_polyethylene_terephthalate_granulate_bottle_grade_at_plant_plastics_europe_2,-1.43e-5,end-of-life
PET,base_scenario,TRACI 2.1,Eutrophication ,kg N eq.,rer_polypropylene_granulate_pp_elcd_plastics_europe_p_agg,3.65e-6,production
PET,base_scenario,TRACI 2.1,Eutrophication ,kg N eq.,us_diesel_mix_at_refinery_ts,1.1e-6,transportation
PET,base_scenario,TRACI 2.1,Eutrophication ,kg N eq.,us_electricity_grid_mix_ts,3.82e-6,production
PET,base_scenario,TRACI 2.1,Global Warming Air,excl. biogenic carbon,total_impact,0.111,total_impact
PET,base_scenario,TRACI 2.1,Global Warming Air,excl. biogenic carbon,pet_bottle_recycling_lc,0.0132,end-of-life
PET,base_scenario,TRACI 2.1,Global Warming Air,excl. biogenic carbon,eu_28_plastic_waste_on_landfill_ts,0.00151,end-of-life
PET,base_scenario,TRACI 2.1,Global Warming Air,excl. biogenic carbon,eu_28_process_water_ts,2.02e-6,production
PET,base_scenario,TRACI 2.1,Global Warming Air,excl. biogenic carbon,glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,1.54e-4,transportation
PET,base_scenario,TRACI 2.1,Global Warming Air,excl. biogenic carbon,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,4.63e-4,transportation
PET,base_scenario,TRACI 2.1,Global Warming Air,excl. biogenic carbon,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so_2,4.63e-4,transportation
PET,base_scenario,TRACI 2.1,Global Warming Air,excl. biogenic carbon,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,3.59e-4,transportation
PET,base_scenario,TRACI 2.1,Global Warming Air,excl. biogenic carbon,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so_2,0.00359,transportation
PET,base_scenario,TRACI 2.1,Global Warming Air,excl. biogenic carbon,rer_polyethylene_terephthalate_granulate_bottle_grade_at_plant_plastics_europe,0.088,production
PET,base_scenario,TRACI 2.1,Global Warming Air,excl. biogenic carbon,rer_polyethylene_terephthalate_granulate_bottle_grade_at_plant_plastics_europe_2,-0.0385,end-of-life
PET,base_scenario,TRACI 2.1,Global Warming Air,excl. biogenic carbon,rer_polypropylene_granulate_pp_elcd_plastics_europe_p_agg,0.00802,production
PET,base_scenario,TRACI 2.1,Global Warming Air,excl. biogenic carbon,us_diesel_mix_at_refinery_ts,8.85e-4,transportation
PET,base_scenario,TRACI 2.1,Global Warming Air,excl. biogenic carbon,us_electricity_grid_mix_ts,0.0332,production
PET,base_scenario,TRACI 2.1,Global Warming Air,incl. biogenic carbon,total_impact,0.111,total_impact
PET,base_scenario,TRACI 2.1,Global Warming Air,incl. biogenic carbon,pet_bottle_recycling_lc,0.0132,end-of-life
PET,base_scenario,TRACI 2.1,Global Warming Air,incl. biogenic carbon,eu_28_plastic_waste_on_landfill_ts,0.00145,end-of-life
PET,base_scenario,TRACI 2.1,Global Warming Air,incl. biogenic carbon,eu_28_process_water_ts,2.06e-6,production
PET,base_scenario,TRACI 2.1,Global Warming Air,incl. biogenic carbon,glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,1.62e-4,transportation
PET,base_scenario,TRACI 2.1,Global Warming Air,incl. biogenic carbon,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,4.87e-4,transportation
PET,base_scenario,TRACI 2.1,Global Warming Air,incl. biogenic carbon,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so_2,4.87e-4,transportation
PET,base_scenario,TRACI 2.1,Global Warming Air,incl. biogenic carbon,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,3.78e-4,transportation
PET,base_scenario,TRACI 2.1,Global Warming Air,incl. biogenic carbon,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so_2,0.00378,transportation
PET,base_scenario,TRACI 2.1,Global Warming Air,incl. biogenic carbon,rer_polyethylene_terephthalate_granulate_bottle_grade_at_plant_plastics_europe,0.088,production
PET,base_scenario,TRACI 2.1,Global Warming Air,incl. biogenic carbon,rer_polyethylene_terephthalate_granulate_bottle_grade_at_plant_plastics_europe_2,-0.0385,end-of-life
PET,base_scenario,TRACI 2.1,Global Warming Air,incl. biogenic carbon,rer_polypropylene_granulate_pp_elcd_plastics_europe_p_agg,0.00802,production
PET,base_scenario,TRACI 2.1,Global Warming Air,incl. biogenic carbon,us_diesel_mix_at_refinery_ts,6.53e-4,transportation
PET,base_scenario,TRACI 2.1,Global Warming Air,incl. biogenic carbon,us_electricity_grid_mix_ts,0.0332,production
PET,base_scenario,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,total_impact,1.61e-5,total_impact
PET,base_scenario,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,pet_bottle_recycling_lc,1.24e-6,end-of-life
PET,base_scenario,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,eu_28_plastic_waste_on_landfill_ts,2.97e-7,end-of-life
PET,base_scenario,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,eu_28_process_water_ts,3.2e-10,production
PET,base_scenario,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,7.73e-8,transportation
PET,base_scenario,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,2.36e-8,transportation
PET,base_scenario,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so_2,2.36e-8,transportation
PET,base_scenario,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,1.76e-8,transportation
PET,base_scenario,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so_2,1.76e-7,transportation
PET,base_scenario,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,rer_polyethylene_terephthalate_granulate_bottle_grade_at_plant_plastics_europe,1.64e-5,production
PET,base_scenario,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,rer_polyethylene_terephthalate_granulate_bottle_grade_at_plant_plastics_europe_2,-7.16e-6,end-of-life
PET,base_scenario,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,rer_polypropylene_granulate_pp_elcd_plastics_europe_p_agg,1.6e-6,production
PET,base_scenario,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,us_diesel_mix_at_refinery_ts,1.23e-7,transportation
PET,base_scenario,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,us_electricity_grid_mix_ts,3.34e-6,production
PET,base_scenario,TRACI 2.1,Human toxicity,cancer (recommended),total_impact,1.41e-10,total_impact
PET,base_scenario,TRACI 2.1,Human toxicity,cancer (recommended),pet_bottle_recycling_lc,3.09e-12,end-of-life
PET,base_scenario,TRACI 2.1,Human toxicity,cancer (recommended),eu_28_plastic_waste_on_landfill_ts,4.58e-12,end-of-life
PET,base_scenario,TRACI 2.1,Human toxicity,cancer (recommended),eu_28_process_water_ts,1.18e-14,production
PET,base_scenario,TRACI 2.1,Human toxicity,cancer (recommended),glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,NA,transportation
PET,base_scenario,TRACI 2.1,Human toxicity,cancer (recommended),glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,6.51e-17,transportation
PET,base_scenario,TRACI 2.1,Human toxicity,cancer (recommended),glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so_2,6.51e-17,transportation
